@relation R_data_frame

@attribute avail.datasets {1037_ada_prior,1043_ada_agnostic,1048_jEdit_4.2_4.3,1049_pc4,1050_pc3,1054_mc2,1056_mc1,1061_ar4,1063_kc2,1064_ar6,1065_kc3,1066_kc1-binary,1067_kc1,1068_pc1,1069_pc2,1071_mw1,1073_jEdit_4.0_4.2,1075_datatrieve,1100_PopularKids,1115_teachingAssistant,1121_badges2,1167_pc1_req,11_balance-scale,13_breast-cancer,1442_MegaWatt1,1443_PizzaCutter1,1444_PizzaCutter3,1446_CostaMadre1,1447_CastMetal1,1451_PieChart1,1452_PieChart2,1453_PieChart3,1455_acute-inflammations,1456_appendicitis,1459_artificial-characters,1460_banana,1462_banknote-authentication,1463_blogger,1464_blood-transfusion-service-center,1465_breast-tissue,1466_cardiotocography,1468_cnae-9,1473_fertility,1475_first-order-theorem-proving,1479_hill-valley,1480_ilpd,1484_lsvt,1487_ozone-level-8hr,1488_parkinsons,1489_phoneme,1490_planning-relax,1491_one-hundred-plants-margin,1492_one-hundred-plants-shape,1494_qsar-biodeg,1495_qualitative-bankruptcy,1496_ringnorm,1497_wall-robot-navigation,1498_sa-heart,14_mfeat-fourier,1504_steel-plates-fault,1506_thoracic-surgery,1507_twonorm,1508_user-knowledge,1510_wdbc,1511_wholesale-customers,1512_heart-long-beach,1519_robot-failures-lp4,1520_robot-failures-lp5,1523_vertebra-column,1527_volcanoes-a1,1528_volcanoes-a2,1529_volcanoes-a3,1530_volcanoes-a4,1531_volcanoes-b1,1533_volcanoes-b3,1535_volcanoes-b5,1536_volcanoes-b6,1539_volcanoes-d2,1540_volcanoes-d3,1547_autoUniv-au1-1000,1549_autoUniv-au6-750,1551_autoUniv-au6-400,1552_autoUniv-au7-1100,1553_autoUniv-au7-700,1554_autoUniv-au7-500,1555_autoUniv-au6-1000,1556_acute-inflammations,1558_bank-marketing,1559_breast-tissue,1566_hill-valley,1570_wilt,15_breast-w,1600_SPECTF,164_molecular-biology_promoters,16_mfeat-karhunen,182_satimage,185_baseball,187_wine,188_eucalyptus,18_mfeat-morphological,21_car,22_mfeat-zernike,23380_cjs,23_cmc,25_colic,28_optdigits,292_Australian,294_satellite_image,299_libras_move,29_credit-a,307_vowel,30_page-blocks,310_mammography,311_oil_spill,316_yeast_ml8,31_credit-g,329_hayes-roth,32_pendigits,333_monks-problems-1,334_monks-problems-2,335_monks-problems-3,336_SPECT,338_grub-damage,35_dermatology,36_segment,377_synthetic_control,37_diabetes,38_sick,3_kr-vs-kp,40474_thyroid-allbp,40475_thyroid-allhyper,40496_LED-display-domain-7digit,40499_texture,40_sonar,43_haberman,444_analcatdata_boxing2,446_prnn_crabs,448_analcatdata_boxing1,44_spambase,450_analcatdata_lawsuit,451_irish,452_analcatdata_broadwaymult,4534_PhishingWebsites,4550_MiceProtein,455_cars,458_analcatdata_authorship,461_analcatdata_creditscore,463_backache,464_prnn_synth,466_schizo,469_analcatdata_dmft,470_profb,475_analcatdata_germangss,481_biomed,48_tae,49_heart-c,50_tic-tac-toe,51_heart-h,53_heart-statlog,54_vehicle,55_hepatitis,56_vote,59_ionosphere,60_waveform-5000,61_iris,6332_cylinder-bands,679_rmftsa_sleepdata,685_visualizing_livestock,694_diggle_table_a2}
@attribute simple.classes numeric
@attribute simple.attributes numeric
@attribute simple.numeric numeric
@attribute simple.nominal numeric
@attribute simple.samples numeric
@attribute simple.dimensionality numeric
@attribute simple.numeric_rate numeric
@attribute simple.nominal_rate numeric
@attribute simple.symbols_min numeric
@attribute simple.symbols_max numeric
@attribute simple.symbols_mean numeric
@attribute simple.symbols_sd numeric
@attribute simple.symbols_sum numeric
@attribute simple.class_prob_min numeric
@attribute simple.class_prob_max numeric
@attribute simple.class_prob_mean numeric
@attribute simple.class_prob_sd numeric
@attribute statistical.skewness numeric
@attribute statistical.skewness_prep numeric
@attribute statistical.kurtosis numeric
@attribute statistical.kurtosis_prep numeric
@attribute statistical.abs_cor numeric
@attribute statistical.cancor_1 numeric
@attribute statistical.fract_1 numeric
@attribute inftheo.class_entropy numeric
@attribute inftheo.normalized_class_entropy numeric
@attribute inftheo.attribute_entropy numeric
@attribute inftheo.normalized_attribute_entropy numeric
@attribute inftheo.joint_entropy numeric
@attribute inftheo.mutual_information numeric
@attribute inftheo.equivalent_attributes numeric
@attribute inftheo.noise_signal_ratio numeric
@attribute modelbased.nodes numeric
@attribute modelbased.leaves.nodes_per_attribute numeric
@attribute modelbased.nodes_per_instance numeric
@attribute modelbased.leaf_corrobation numeric
@attribute modelbased.level_min numeric
@attribute modelbased.level_max numeric
@attribute modelbased.level_mean numeric
@attribute modelbased.level_sd numeric
@attribute modelbased.branch_min numeric
@attribute modelbased.branch_max numeric
@attribute modelbased.branch_mean numeric
@attribute modelbased.branch_sd numeric
@attribute modelbased.attribute_min numeric
@attribute modelbased.attribute_max numeric
@attribute modelbased.attribute_mean numeric
@attribute modelbased.attribute_sd numeric
@attribute modelbased.NA numeric
@attribute landmarking.naive_bayes numeric
@attribute landmarking.stump_min numeric
@attribute landmarking.stump_max numeric
@attribute landmarking.stump_mean numeric
@attribute landmarking.stump_sd numeric
@attribute landmarking.stump_min_gain numeric
@attribute landmarking.stump_random numeric
@attribute landmarking.nn_1 numeric
@attribute f1 numeric
@attribute f1v numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute l1 numeric
@attribute l2 numeric
@attribute l3 numeric
@attribute n1 numeric
@attribute n2 numeric
@attribute n3 numeric
@attribute n4 numeric
@attribute t1 numeric
@attribute t2 numeric
@attribute edges numeric
@attribute degree numeric
@attribute density numeric
@attribute maxComp numeric
@attribute closeness numeric
@attribute betweenness numeric
@attribute clsCoef numeric
@attribute hubs numeric
@attribute avgPath numeric
@attribute Class {Defaults,Tuning}

@data
1600_SPECTF,2,44,44,0,349,0.126074,1,0,2,2,2,0,2,0.272206,0.727794,0.5,0.322149,1.076297,1.076297,5.541645,5.541645,0.225627,0.576361,1,0.585441,0.844613,1.305576,0.443404,0.585441,0.046984,12.460432,26.787667,11,12,0.25,0.031519,0.083333,2,6,4.4,1.67332,3,6,4.916667,0.996205,0,1,0.25,0.438019,0.733524,0.727794,0.744986,0.72825,0.002618,0.727794,0.727794,0.862464,0.553,0.74,0,0.296,0.993,0.437,0.206,0.5,0.39,0.826,0.307,0.101,1,6.068,9352,53.593123,0.154003,254,0.000025,87.893983,0.294259,0.514905,1.872335,Tuning
164_molecular-biology_promoters,2,58,0,58,106,0.54717,0,1,2,106,5.694915,13.286309,336,0.5,0.5,0.5,0,0,2.739602,3,14.844615,0.381624,1,1,0.693147,1,1.406238,0.973629,2.045515,0.053871,12.866895,25.10401,1,2,0.017241,0.009434,0.5,2,2,2,0,2,2,2,0,0,1,0.017241,0.131306,0.990566,0.518868,1,0.614997,0.083794,0.518868,0.650943,0.698113,1431.51,32.612,0.006,1,1,0.313,0.047,0.009,0.443,0.937,0.217,0,1,1.828,453,8.54717,0.081402,53,0.000132,18.528302,0.334678,0.795089,2.425254,Defaults
16_mfeat-karhunen,10,64,64,0,2000,0.032,1,0,10,10,10,0,10,0.1,0.1,0.1,0,0.253555,0.253555,3.114504,3.114504,0.163703,0.95692,0.152426,2.302585,1,2.021402,0.531017,2.302585,0.188849,12.192699,9.703772,11,12,0.171875,0.0055,0.083333,2,6,3.666667,1.505545,3,7,5.25,1.422226,0,2,0.171875,0.419928,0.948,0.117,0.1965,0.158273,0.018343,0.1455,0.1715,0.9645,2.462,5.2863,0.000001,0.808,1.494,0.2027,0.1,0.5,0.076,0.724,0.035,0.005,1,31.25,148157,148.157,0.074116,200,0,25.607,0.089455,0.852419,1.138342,Defaults
182_satimage,6,36,36,0,6430,0.005599,1,0,6,6,6,0,6,0.097201,0.238103,0.166667,0.067812,0.732322,0.732322,4.181557,4.181557,0.568604,0.936557,0.358578,1.721335,0.960696,2.517218,0.574442,1.721335,0.621475,2.769758,3.050394,11,12,0.305556,0.001711,0.083333,2,6,3.666667,1.505545,2,7,5.5,1.507557,0,4,0.305556,0.950772,0.797667,0.398911,0.429238,0.416213,0.008384,0.402488,0.402799,0.905288,3.601,2.253667,0.000376,0.789,2.407,0.433833,0.102667,0.303667,0.158,0.549,0.095,0.128,1,178.611,2356655,733.018663,0.114018,1531,0,274.548834,0.159898,0.833931,1.541003,Tuning
185_baseball,3,16,15,1,1340,0.01194,0.9375,0.0625,3,7,5,2.828427,10,0.042537,0.906716,0.333333,0.496581,0.555327,1.075642,3.434887,6.261715,0.415431,0.740796,0.813001,0.374367,0.340764,1.7304,0.504114,0.478983,0.100527,3.724062,16.21335,10,11,0.625,0.007463,0.090909,2,6,4,2,3,6,4.727273,0.904534,0,2,0.625,0.806226,0.842537,0.906716,0.923881,0.910774,0.006087,0.906716,0.908209,0.922388,0.559,3.78,0.000845,0.766,1.082,0.131667,0.062333,0.5,0.12,0.377,0.078,0.3,0.93,83.75,136763,204.123881,0.152445,1215,0.000005,1289.59403,0.381125,0.739081,3.340026,Tuning
187_wine,3,13,13,0,178,0.073034,1,0,3,3,3,0,3,0.269663,0.398876,0.333333,0.064627,0.627705,0.627705,3.439784,3.439784,0.206138,0.949111,0.528081,1.086038,0.988555,1.360413,0.530386,1.086038,0.323849,3.353531,3.200761,4,5,0.307692,0.022472,0.2,2,4,2.666667,1.154701,3,4,3.4,0.547723,0,1,0.307692,0.480384,0.988764,0.44382,0.696629,0.579948,0.071105,0.505618,0.595506,0.949438,2.673,16.258333,0.000061,0.809,0.809,0.664,0.333333,0.5,0.118,0.575,0.051,0.014,0.994,13.692,1746,19.617978,0.110836,71,0.000048,53.050562,0.18209,0.806834,3.389537,Defaults
188_eucalyptus,5,19,14,5,736,0.025815,0.736842,0.263158,5,27,13.666667,7.659417,82,0.142663,0.290761,0.2,0.06527,0.785544,3.813211,5.599323,25.567158,0.40967,0.925783,0.622652,1.567957,0.974226,1.655496,0.548179,2.130025,0.177165,8.850258,8.34437,12,13,0.631579,0.016304,0.076923,2,6,3.428571,1.511858,3,8,5.461538,1.613246,0,4,0.631579,1.06513,0.5625,0.290761,0.445652,0.366133,0.041722,0.290761,0.384511,0.509511,2.235,2.2308,0.157,0.406,1.103,0.4056,0.1904,0.4922,0.645,0.818,0.485,0.393,0.997,38.737,13237,35.970109,0.048939,214,0.000002,169.720109,0.083663,0.793297,2.873854,Tuning
18_mfeat-morphological,10,6,6,0,2000,0.003,1,0,10,10,10,0,10,0.1,0.1,0.1,0,2.937997,2.937997,25.42458,25.42458,0.494403,0.987718,0.353173,2.302585,1,1.631065,0.428476,2.302585,0.841051,2.737747,0.939317,9,10,1.5,0.0045,0.1,2,4,3.6,0.894427,3,6,4.8,1.229273,1,2,1.5,0.547723,0.6165,0.196,0.2,0.198583,0.001463,0.1985,0.1985,0.714,38.451,4.7449,0.958,1,1,0.2363,0.1,0.5,0.445,0.224,0.348,0.311,0.987,333.333,116915,116.915,0.058487,200,0,62.0345,0.096083,0.893839,1.959648,Tuning
21_car,4,6,0,6,1728,0.003472,0,1,3,4,3.571429,0.534522,25,0.037616,0.700231,0.25,0.312365,0,0.869484,3,1.971389,0.110074,0.755165,0.790555,0.835756,0.60287,1.242453,1,1.998902,0.079307,10.538249,14.666395,16,17,2.666667,0.009259,0.058824,2,10,4,3.207135,2,9,6.588235,1.769845,0,4,2.666667,1.75119,0.873843,0.700231,0.700231,0.700231,0,0.700231,0.700231,0.624421,0.006,1.16375,0.389,0.667,1.704,0.42725,0.109,0.4145,0.304,0.902,0.245,0.729,1,288,185235,214.392361,0.124141,1136,0.000001,530.479167,0.259918,0.641878,2.324559,Tuning
22_mfeat-zernike,10,47,47,0,2000,0.0235,1,0,10,10,10,0,10,0.1,0.1,0.1,0,0.650399,0.650399,3.642905,3.642905,0.257498,0.937188,0.170927,2.302585,1,2.062877,0.541912,2.302585,0.272377,8.453684,6.573622,12,13,0.255319,0.006,0.076923,2,8,3.428571,2.225395,2,8,5.769231,1.640825,0,2,0.255319,0.569824,0.763,0.121,0.1965,0.171223,0.016444,0.121,0.195,0.7885,1.647,3.0824,0.238,0.686,1.217,0.2054,0.1,0.5,0.274,0.768,0.211,0.139,1,42.553,123351,123.351,0.061706,200,0,38.598,0.095949,0.830833,1.064171,Defaults
23380_cjs,2,14,8,0,690,0.023672,1,0,2,4,2.714286,0,5,0.166667,0.605955,0.5,0.184463,0.834146,1.563584,4.196345,6.677651,0.236391,0.646678,1,0.679193,0.927437,1.207218,0.519381,0.904715,0.046984,12.192699,22.648734,7,8,0.444444,0.009901,0.125,2,4,2.8,1.035098,2,6,4.333333,1.112697,0,2,0.444444,0.605152,0.821131,0.627417,0.757764,0.668899,0.013331,0.630435,0.666667,0.814229,0.533,1.59,0.004,0.237,0.644,0.409,0.155,0.5,0.289,0.641,0.188,0.273,0.998,40.714,17875,60.660743,0.117107,268,0.000006,158.388371,0.235896,0.745433,2.487831,Tuning
23_cmc,3,9,2,7,1473,0.00611,0.222222,0.777778,2,4,3.125,0.991031,25,0.226069,0.42702,0.333333,0.101161,0.703944,2.087794,3.609567,10.107015,0.200809,0.403878,0.6797,1.066777,0.971023,1.105452,0.697779,1.709361,0.025651,41.588344,42.096072,6,7,0.666667,0.004073,0.142857,2,4,3,1.154701,2,5,4.285714,1.112697,0,3,0.666667,1.118034,0.507807,0.42702,0.450102,0.431998,0.009885,0.42702,0.448744,0.477257,0.045,0.365333,2.298,0.068,0.084,0.648667,0.319,0.476,0.728,1.104,0.558,0.526,0.974,163.667,74879,101.668703,0.069068,629,0.000001,486.961303,0.101969,0.699807,3.010936,Tuning
25_colic,2,27,7,20,368,0.07337,0.259259,0.740741,2,337,22.333333,73.266181,469,0.369565,0.630435,0.5,0.184463,1.016099,10.417572,6.753301,134.151309,0.291882,1,1,0.658724,0.950338,1.207442,0.626789,1.49305,0.072029,9.145306,15.763355,1,2,0.037037,0.002717,0.5,2,2,2,0,2,2,2,0,0,1,0.037037,0.19245,0.894022,0.630435,0.986413,0.671296,0.086955,0.630435,0.630435,0.747283,1.301,3.836,0,0.038,0.122,0.45,0.185,0.182,0.326,0.798,0.201,0.106,0.995,13.63,7903,42.951087,0.117033,232,0.000017,155.459239,0.191146,0.768149,2.563554,Tuning
28_optdigits,10,62,62,0,5620,0.011032,1,0,10,10,10,0,10,0.098577,0.101779,0.1,0.001213,3.109568,3.109568,35.900592,35.900592,0.162119,0.93281,0.149164,2.302519,0.999971,1.729143,0.400497,2.302519,0.231358,9.952199,6.473889,17,18,0.274194,0.003025,0.055556,2,8,4.857143,2.267787,3,8,6.222222,1.664705,0,3,0.274194,0.605152,0.833274,0.101779,0.198399,0.163672,0.032819,0.101779,0.134698,0.987544,1.628,0.2991,0.000075,0.773,1.684,0.2314,0.1001,0.5,0.028,0.552,0.012,0.01,1,90.645,1198782,426.612811,0.075923,572,0,67.643238,0.096625,0.875822,1.205669,Tuning
292_Australian,2,14,14,0,690,0.02029,1,0,2,2,2,0,2,0.444928,0.555072,0.5,0.077884,1.978819,1.978819,12.628641,12.628641,0.091896,0.771296,1,0.687069,0.991231,0.823817,0.252852,0.687069,0.049631,13.843599,15.598913,4,5,0.285714,0.005797,0.2,2,2,2,0,2,5,3.8,1.30384,0,1,0.285714,0.468807,0.802899,0.555072,0.855072,0.64793,0.088796,0.555072,0.744928,0.794203,2.28,2.326,0.001,0.033,0.067,0.291,0.145,0.137,0.277,0.553,0.206,0.164,0.999,49.286,32574,94.417391,0.137035,383,0.000004,159.269565,0.237156,0.577425,1.921206,Defaults
294_satellite_image,6,36,36,0,6435,0.005594,1,0,6,6,6,0,6,0.09728,0.238228,0.166667,0.067834,0.732841,0.732841,4.182673,4.182673,0.568587,0.936567,0.358588,1.72129,0.96067,2.517258,0.574451,1.72129,0.621582,2.769206,3.049758,11,12,0.305556,0.001709,0.083333,2,6,3.666667,1.505545,2,7,5.5,1.507557,0,4,0.305556,0.950772,0.797358,0.398912,0.429215,0.416261,0.008406,0.402486,0.426263,0.905361,3.602,2.254333,0.000376,0.789,2.406,0.433833,0.1025,0.302167,0.158,0.549,0.095,0.128,1,178.75,2313283,718.969075,0.111745,1533,0,288.986325,0.15928,0.831076,1.62313,Tuning
299_libras_move,15,90,90,0,360,0.25,1,0,15,15,15,0,15,0.066667,0.066667,0.066667,0,0.433146,0.433146,2.458045,2.458045,0.496556,0.96147,0.134574,2.70805,1,1.788973,0.607577,2.70805,0.458317,5.908689,2.903355,20,21,0.222222,0.055556,0.047619,2,10,6.666667,3.265986,3,7,5.904762,1.135991,0,3,0.222222,0.51446,0.752778,0.097222,0.133333,0.11966,0.011977,0.122222,0.122222,0.866667,2.894,5.157867,0,0.991,0.991,0.1418,0.067,0.5,0.427,0.635,0.17,0.255,1,3.667,2477,13.761111,0.038332,24,0.000008,3.783333,0.053335,0.833733,1.807971,Tuning
29_credit-a,2,15,6,9,690,0.021739,0.4,0.6,2,14,4.2,4.049691,42,0.444928,0.555072,0.5,0.077884,3.268713,4.301262,24.184493,36.114828,0.174478,0.783072,1,0.687069,0.991231,0.846678,0.546065,1.170976,0.047967,14.323661,16.651108,4,5,0.266667,0.005797,0.2,2,2,2,0,2,5,3.8,1.30384,0,1,0.266667,0.457738,0.775362,0.555072,0.855072,0.641739,0.088861,0.555072,0.691304,0.805797,0.364,8.595,0.001,0.032,0.068,0.29,0.145,0.13,0.293,0.563,0.181,0.125,0.999,46,27731,80.37971,0.116661,383,0.000004,243.276812,0.162052,0.749435,2.323869,Defaults
307_vowel,11,12,10,2,990,0.012121,0.833333,0.166667,2,15,9.333333,6.658328,28,0.090909,0.090909,0.090909,0,0.384278,2.104718,2.584839,8.39465,0.479015,0.913364,0.393796,2.397895,1,1.87728,0.630592,2.681143,0.250975,9.554312,6.479944,20,21,1.666667,0.020202,0.047619,2,10,5,3.023716,3,9,6.238095,1.578124,0,6,1.666667,2.103388,0.714141,0.090909,0.176768,0.132155,0.030595,0.090909,0.123232,0.993939,2.039,1.049727,1.253,0.982,1.589,0.183727,0.091,0.5,0.287,0.305,0.006,0.299,0.974,82.5,21369,43.169697,0.04365,90,0.000001,26.728283,0.063015,0.748111,1.646941,Tuning
30_page-blocks,5,10,10,0,5473,0.001827,1,0,5,5,5,0,5,0.005116,0.89768,0.2,0.390566,4.023052,4.023052,39.413637,39.413637,0.411485,0.720885,0.400764,0.440469,0.273679,0.821363,0.190834,0.440469,0.048657,9.052527,15.880654,9,10,0.9,0.001644,0.1,2,4,3.6,0.894427,3,6,4.8,1.229273,0,4,0.9,1.37032,0.900055,0.89768,0.931299,0.90645,0.011116,0.89768,0.89768,0.962543,0.509,5.1472,0.003,0.991,0.991,0.1014,0.0408,0.5,0.071,0.188,0.039,0.28,0.99,547.3,2410349,880.814544,0.160968,4913,0,4833.739631,0.329009,0.766805,3.185013,Tuning
310_mammography,2,6,6,0,11183,0.000537,1,0,2,2,2,0,2,0.02325,0.97675,0.5,0.674227,3.296356,3.296356,35.511294,35.511294,0.254207,0.51317,1,0.11043,0.159316,1.008009,0.216151,0.11043,0.016191,6.820585,61.258699,11,12,1.833333,0.000984,0.083333,2,6,3.142857,1.573592,3,8,5.25,1.658312,0,4,1.833333,1.32916,0.954932,0.97675,0.978986,0.977123,0.000913,0.97675,0.97675,0.984262,0.955,1.566,0.005,0.027,0.051,0.111,0.023,0.5,0.026,0.228,0.016,0.22,0.942,1863.833,12816761,2292.186533,0.204989,10923,0,6954.462577,0.265934,0.7121,2.303561,Tuning
311_oil_spill,2,48,48,0,937,0.051227,1,0,2,2,2,0,2,0.043757,0.956243,0.5,0.645226,2.655341,2.655341,29.67961,29.67961,0.282854,0.652479,1,0.179705,0.259259,1.080843,0.314749,0.179705,0.006972,25.776275,154.032862,5,6,0.104167,0.005336,0.166667,2,4,3.333333,1.154701,3,4,3.666667,0.516398,0,2,0.104167,0.371288,0.568837,0.956243,0.96158,0.956355,0.00077,0.956243,0.956243,0.959445,1.373,6.847,0,0.255,1,0.109,0.044,0.5,0.068,0.451,0.041,0.225,0.998,19.521,74268,158.522946,0.169362,896,0.000023,1202.422625,0.288298,0.779804,3.808926,Tuning
316_yeast_ml8,2,116,103,13,2417,0.047993,0.887931,0.112069,2,2,2,0,28,0.014067,0.985933,0.5,0.687213,0.589857,0.747086,4.016826,4.463891,0.131234,0.318181,1,0.073948,0.106685,1.672593,0.499907,0.132718,0.002458,30.082899,679.427032,6,7,0.051724,0.002482,0.142857,2,4,3,1.154701,2,5,4.285714,1.112697,0,1,0.051724,0.22243,0.944973,0.985933,0.985933,0.985933,0,0.985933,0.985933,0.974762,1.878,8.102,0,0.643,1,0.069,0.014,0.5,0.036,0.583,0.025,0.03,0.995,20.836,540588,447.321473,0.18515,2383,0.000011,1031.141911,0.57565,0.530344,1.878082,Defaults
31_credit-g,2,20,7,13,1000,0.02,0.35,0.65,2,10,4,2.038099,56,0.3,0.7,0.5,0.282843,1.13237,2.646456,3.819414,15.109157,0.158644,0.530518,1,0.610864,0.881291,1.078412,0.591541,1.24779,0.011869,51.466276,89.857906,11,12,0.55,0.011,0.083333,2,4,2.75,1.035098,2,9,5.916667,2.108784,0,3,0.55,0.887041,0.772,0.7,0.717,0.70085,0.003801,0.7,0.7,0.7,0.107,1.929,0.662,0.014,0.024,0.688,0.295,0.495,0.453,0.885,0.302,0.238,1,50,52007,104.014,0.104118,700,0.000003,928.751,0.240844,0.779652,4.132712,Tuning
329_hayes-roth,3,4,4,0,160,0.025,1,0,3,3,3,0,3,0.19375,0.40625,0.333333,0.120923,0.32705,0.32705,1.78722,1.78722,0.133631,0.727786,0.996062,1.050441,0.956152,1.204292,0.469519,1.050441,0.144124,7.288468,7.355959,10,11,2.5,0.0625,0.090909,2,4,2.857143,1.069045,2,8,6.090909,2.165851,0,4,2.5,1.914854,0.80625,0.40625,0.4875,0.467187,0.040625,0.40625,0.4875,0.76875,0.228,0.087333,1.593,0.081,1,0.667667,0.333333,0.5,0.531,0.491,0.331,0.252,1,40,1122,14.025,0.088208,65,0.000062,33.5375,0.283247,0.574819,2.315865,Tuning
32_pendigits,10,16,16,0,10992,0.001456,1,0,10,10,10,0,10,0.095979,0.104076,0.1,0.00422,1.039332,1.039332,7.860413,7.860413,0.36772,0.932867,0.194537,2.301784,0.999652,2.690219,0.578049,2.301784,0.497297,4.628589,4.409683,15,16,0.9375,0.001365,0.0625,2,8,4.285714,2.13809,4,8,5.5625,1.459166,0,2,0.9375,0.680074,0.857624,0.160025,0.204785,0.194323,0.011259,0.160025,0.181769,0.993723,2.597,0.001,2.061,0.87,0.87,0.2006,0.1,0.5,0.016,0.324,0.006,0.105,0.995,687,4347461,791.022744,0.07197,1144,0,138.737536,0.094051,0.921616,1.113265,Tuning
333_monks-problems-1,2,6,0,6,556,0.010791,0,1,2,4,2.714286,0.755929,19,0.5,0.5,0.5,0,0,0.649782,3,1.630902,0.066878,0.575092,1,0.693147,1,1.011248,0.999835,1.668457,0.035939,19.28693,27.138145,9,10,1.5,0.016187,0.1,2,4,2.571429,0.9759,2,8,5.7,2.213594,0,3,1.5,1.224745,0.746403,0.5,0.746403,0.552158,0.09572,0.5,0.508993,1,0.068,0.694,0.667,0.246,0.246,0.668,0.335,0.29,0.36,0.536,0.165,0.398,1,92.667,17354,62.42446,0.112477,278,0.000006,133.613309,0.178596,0.559043,1.988676,Defaults
334_monks-problems-2,2,6,0,6,601,0.009983,0,1,2,4,2.714286,0.755929,19,0.342762,0.657238,0.5,0.222368,0,0.720046,3,1.671505,0.146636,0.173318,1,0.642851,0.927437,1.011254,0.999875,1.651587,0.002518,255.348447,400.682867,27,28,4.5,0.044925,0.035714,2,16,9,5.477226,4,7,6.25,1.040833,1,8,4.5,2.428992,0.637271,0.657238,0.657238,0.657238,0,0.657238,0.657238,0.718802,0.029,0.023,1,0,0,0.686,0.343,0.5,0.369,0.401,0.188,0.482,1,100.167,18396,61.21797,0.10203,395,0.000007,164.086522,0.251649,0.502673,1.997276,Tuning
335_monks-problems-3,2,6,0,6,554,0.01083,0,1,2,4,2.714286,0.755929,19,0.480144,0.519856,0.5,0.02808,0,0.774157,3,1.98474,0.09447,0.860048,1,0.692358,0.998862,1.011274,0.999871,1.630253,0.073379,9.435363,12.781491,4,5,0.666667,0.00722,0.2,2,4,2.666667,1.154701,3,4,3.4,0.547723,0,2,0.666667,0.816497,0.963899,0.519856,0.799639,0.608905,0.135577,0.519856,0.767148,0.98556,0.031,1.896,1,0,0,0.641,0.2,0.158,0.285,0.581,0.141,0.237,1,92.333,19853,71.67148,0.129605,288,0.000007,120.512635,0.279444,0.555076,1.77756,Defaults
336_SPECT,2,22,0,22,267,0.082397,0,1,2,2,2,0,46,0.205993,0.794007,0.5,0.415789,0,1.563584,3,4.753855,0.180748,0.530374,1,0.508598,0.733752,0.598646,0.863663,1.077366,0.029877,17.022795,19.036673,6,7,0.272727,0.022472,0.142857,2,2,2,0,2,7,4.857143,1.9518,0,1,0.272727,0.455842,0.808989,0.794007,0.794007,0.794007,0,0.794007,0.794007,0.801498,0.017,2.114,0,0.142,0.21,0.583,0.206,0.5,0.337,0.785,0.27,0.493,1,12.136,5304,39.730337,0.149362,212,0.000056,81.850187,0.372528,0.504313,1.941831,Tuning
338_grub-damage,4,8,2,6,155,0.051613,0.25,0.75,3,21,7.142857,6.309479,50,0.122581,0.316129,0.25,0.087573,0.428448,2.662366,2.35627,11.221884,0.549889,0.730165,0.495679,1.333635,0.962014,1.614486,0.823698,2.455246,0.157813,8.45074,9.230387,8,9,1,0.051613,0.111111,2,6,4,1.632993,3,5,4.333333,0.707107,0,3,1,1.069045,0.658065,0.329032,0.464516,0.408871,0.047776,0.380645,0.367742,0.335484,1.106,0.99525,1.752,0.219,0.819,0.50525,0.25025,0.5,0.787,1.169,0.632,0.503,1,19.375,796,10.270968,0.066695,49,0.000057,29.496774,0.177469,0.664091,2.136905,Defaults
35_dermatology,6,34,1,33,366,0.092896,0.029412,0.970588,2,6,3.970588,0.521379,135,0.054645,0.306011,0.166667,0.083125,0.500278,2.75028,3.008872,15.794782,0.268973,0.998407,0.219052,1.686148,0.941057,0.857814,0.609291,2.189881,0.30719,5.488933,1.792449,6,7,0.176471,0.016393,0.142857,2,2,2,0,2,7,4.857143,1.9518,0,1,0.176471,0.386953,0.991803,0.306011,0.502732,0.408952,0.070095,0.306011,0.448087,0.953552,0.501,127.647833,0,0.861,0.861,0.340333,0.037833,0.124667,0.104,0.747,0.057,0.008,1,10.765,3910,21.36612,0.058537,112,0.000009,61.180328,0.124525,0.78089,2.785232,Tuning
36_segment,7,18,18,0,2310,0.007792,1,0,7,7,7,0,7,0.142857,0.142857,0.142857,0,2.075717,2.075717,16.444051,16.444051,0.363027,0.981184,0.261,1.94591,1,1.565814,0.404478,1.94591,0.551521,3.528263,1.839085,8,9,0.444444,0.003463,0.111111,2,4,2.285714,0.755929,2,8,5.666667,2.236068,0,3,0.444444,0.855585,0.799567,0.157576,0.285714,0.258754,0.039986,0.157576,0.237662,0.974026,15.614,13.195857,0.000165,0.994,0.994,0.323286,0.142857,0.499571,0.077,0.181,0.026,0.072,0.981,128.333,214425,185.649351,0.080402,330,0,88.548485,0.132684,0.845063,1.3811,Tuning
