@relation R_data_frame

@attribute dataset {1037_ada_prior,1043_ada_agnostic,1048_jEdit_4.2_4.3,1049_pc4,1050_pc3,1054_mc2,1056_mc1,1061_ar4,1063_kc2,1064_ar6,1065_kc3,1066_kc1-binary,1067_kc1,1068_pc1,1069_pc2,1071_mw1,1073_jEdit_4.0_4.2,1075_datatrieve,1100_PopularKids,1115_teachingAssistant,1121_badges2,1167_pc1_req,11_balance-scale,13_breast-cancer,1442_MegaWatt1,1443_PizzaCutter1,1444_PizzaCutter3,1446_CostaMadre1,1447_CastMetal1,1451_PieChart1,1452_PieChart2,1453_PieChart3,1455_acute-inflammations,1456_appendicitis,1459_artificial-characters,1460_banana,1462_banknote-authentication,1463_blogger,1464_blood-transfusion-service-center,1465_breast-tissue,1466_cardiotocography,1468_cnae-9,1473_fertility,1475_first-order-theorem-proving,1479_hill-valley,1480_ilpd,1484_lsvt,1487_ozone-level-8hr,1488_parkinsons,1489_phoneme,1490_planning-relax,1491_one-hundred-plants-margin,1492_one-hundred-plants-shape,1494_qsar-biodeg,1495_qualitative-bankruptcy,1496_ringnorm,1497_wall-robot-navigation,1498_sa-heart,14_mfeat-fourier,1504_steel-plates-fault,1506_thoracic-surgery,1507_twonorm,1508_user-knowledge,1510_wdbc,1511_wholesale-customers,1512_heart-long-beach,1519_robot-failures-lp4,1520_robot-failures-lp5,1523_vertebra-column,1527_volcanoes-a1,1528_volcanoes-a2,1529_volcanoes-a3,1530_volcanoes-a4,1531_volcanoes-b1,1533_volcanoes-b3,1535_volcanoes-b5,1536_volcanoes-b6,1539_volcanoes-d2,1540_volcanoes-d3,1547_autoUniv-au1-1000,1549_autoUniv-au6-750,1551_autoUniv-au6-400,1552_autoUniv-au7-1100,1553_autoUniv-au7-700,1554_autoUniv-au7-500,1555_autoUniv-au6-1000,1556_acute-inflammations,1558_bank-marketing,1559_breast-tissue,1566_hill-valley,1570_wilt,15_breast-w,1600_SPECTF,164_molecular-biology_promoters,16_mfeat-karhunen,182_satimage,185_baseball,187_wine,188_eucalyptus,18_mfeat-morphological,21_car,22_mfeat-zernike,23380_cjs,23_cmc,25_colic,28_optdigits,292_Australian,294_satellite_image,299_libras_move,29_credit-a,307_vowel,30_page-blocks,310_mammography,311_oil_spill,316_yeast_ml8,31_credit-g,329_hayes-roth,32_pendigits,333_monks-problems-1,334_monks-problems-2,335_monks-problems-3,336_SPECT,338_grub-damage,35_dermatology,36_segment,377_synthetic_control,37_diabetes,38_sick,3_kr-vs-kp,40474_thyroid-allbp,40475_thyroid-allhyper,40496_LED-display-domain-7digit,40499_texture,40_sonar,43_haberman,444_analcatdata_boxing2,446_prnn_crabs,448_analcatdata_boxing1,44_spambase,450_analcatdata_lawsuit,451_irish,452_analcatdata_broadwaymult,4534_PhishingWebsites,4550_MiceProtein,455_cars,458_analcatdata_authorship,461_analcatdata_creditscore,463_backache,464_prnn_synth,466_schizo,469_analcatdata_dmft,470_profb,475_analcatdata_germangss,481_biomed,48_tae,49_heart-c,50_tic-tac-toe,51_heart-h,53_heart-statlog,54_vehicle,55_hepatitis,56_vote,59_ionosphere,60_waveform-5000,61_iris,6332_cylinder-bands,679_rmftsa_sleepdata,685_visualizing_livestock,694_diggle_table_a2}
@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute Class {Defaults,Tuning}

@data
452_analcatdata_broadwaymult,0.62747,-0.531215,1.529147,0.532631,-1.560667,-1.847304,0.585532,0.645246,-0.915915,-0.309569,0.802253,-1.690514,1.806841,-0.336965,-1.070229,-1.019082,0.878348,0.343203,-0.58371,-0.443135,0.246152,0.632707,-1.294714,1.522428,1.058543,-1.316531,0.033443,-0.125085,0.434941,-0.964164,-0.650752,-0.175691,-0.503088,1.159829,0.701443,-0.876686,-0.540148,-0.8247,-2.036321,-0.007356,Tuning
4534_PhishingWebsites,-3.188182,3.377546,-0.042568,3.678826,0.832858,4.532553,5.295367,-1.247462,-1.38167,0.247559,-0.888769,0.101793,-0.856157,-2.490329,0.432162,0.076399,-1.149373,-0.76748,-0.038413,0.478719,1.094561,-2.045944,0.98881,0.519304,-0.211003,-2.158508,-1.524087,0.271637,-0.583874,-0.11043,1.170086,-0.278429,0.157907,0.135406,-0.05187,-1.800398,0.902946,0.434158,0.049528,0.887297,Tuning
4550_MiceProtein,-0.010539,0.249681,0.566232,-0.338943,0.642837,-0.948506,0.016704,-0.125458,-0.86895,0.207869,0.434266,-0.62668,0.370694,0.626586,0.080926,-0.083893,-0.047248,0.599275,-0.526988,-0.192843,-0.138246,-0.055405,0.020546,0.638726,-0.22283,0.506112,0.448954,-0.288206,0.289119,-0.426102,-0.005514,-0.827772,-0.563958,0.009923,0.919429,-0.52868,0.033037,-0.710705,-0.235016,-0.586166,Tuning
455_cars,-0.33618,0.275788,0.663981,-0.478276,0.44569,-1.203235,-0.399814,-0.402479,-0.373413,0.105349,0.400247,-0.938472,0.130149,0.52746,0.677519,0.092655,-0.419354,0.79238,-0.081432,-0.825764,-0.111406,-0.105038,-0.125914,-0.151597,-0.51973,0.109105,0.090069,-0.200695,0.389492,-0.977218,-0.527412,-0.643914,-0.047491,-0.005319,0.473887,-0.26347,0.495702,-0.34134,-0.232035,0.188945,Defaults
458_analcatdata_authorship,2.202002,1.446571,-2.79589,-0.994891,3.414093,-1.334443,0.181483,0.278717,-0.784387,-3.74482,1.52791,0.248062,-1.300007,-0.218108,-2.646952,-2.357828,-1.516841,-2.010058,-1.507343,-3.294677,-1.558212,0.479011,-0.177052,-1.039163,1.715961,-0.011187,-2.611144,1.021422,-1.592988,0.82321,-0.592061,-0.760376,0.240418,-0.056996,0.626978,0.79398,-0.436872,-0.522344,0.238404,-0.036953,Tuning
461_analcatdata_creditscore,-3.007484,3.718633,2.044184,0.854942,0.039265,-1.936825,-0.916948,0.05391,0.004992,-0.674455,-0.493908,0.656109,-0.945391,-0.415111,-0.864848,0.267666,-0.062537,-0.994781,0.022676,-0.361963,0.674155,-0.547662,0.138378,-0.749829,0.50489,1.00087,-0.847432,0.853114,1.130969,-0.746189,0.444209,0.178115,0.647792,0.109117,-0.494394,0.193712,0.421063,-0.037285,-0.846639,0.124549,Tuning
463_backache,-3.64397,2.739818,2.24946,0.385509,-0.726278,-0.052596,-0.560108,3.050014,-0.515357,-0.756963,-0.870044,-0.804511,-0.353372,-0.337178,0.149131,0.560612,-0.249385,-1.001391,-0.12338,0.163042,0.767601,-1.144805,0.740903,0.207254,-0.92819,0.160727,-0.261136,0.512652,-0.354491,0.243644,0.139138,0.160136,-0.006083,-0.243124,0.340012,-0.735824,-0.169942,-0.457322,0.479517,-0.181379,Tuning
464_prnn_synth,-1.537142,3.128098,1.468457,1.63497,2.164514,-1.298796,0.517499,-2.006517,1.207598,0.969699,0.419613,0.991697,1.614461,0.602584,0.441178,-0.901045,-0.527468,0.565421,-0.086788,-0.600137,0.180501,-0.736294,-0.388461,-0.438249,-0.309191,-0.012152,0.44602,-0.10876,-0.079665,-0.440084,0.438555,0.493371,0.752639,-0.278285,0.254864,0.385924,0.623535,-0.094582,-0.019964,0.093036,Defaults
466_schizo,2.595336,-2.744341,3.422633,-0.516951,0.42453,0.043959,0.429105,-1.727942,0.029856,2.509914,0.64336,-0.698612,-2.35999,1.071062,1.340168,0.382479,1.542167,0.129685,0.703119,-0.188907,-0.169102,1.443892,-0.16821,0.846396,-0.626352,0.830321,-1.454909,0.293045,-0.707909,-0.399383,0.636028,-0.69949,0.985781,-1.262519,0.379381,-0.403549,0.306608,0.904713,-0.696898,-0.444165,Defaults
469_analcatdata_dmft,6.472439,-1.73765,2.286257,3.286145,-5.33501,-0.068624,0.936262,0.705488,0.899762,-1.353158,-1.950785,-0.315687,1.584558,0.729217,0.829803,1.580486,-0.941864,-0.317775,0.024527,0.074676,0.750419,-0.810889,-1.421055,0.084447,0.292395,-0.444105,0.109317,0.071919,0.299441,0.657558,0.084427,-0.243838,-0.285853,-0.315956,0.02462,0.519737,-0.40958,0.495344,-0.298985,-0.025069,Tuning
470_profb,2.493567,-5.488435,3.680983,0.66383,-0.138188,2.748215,-1.185289,0.384385,-0.258251,1.332212,1.341178,0.375482,-0.97491,0.135225,-0.448142,0.223176,1.761716,-0.280493,0.945486,-0.508372,-0.187772,0.923573,-0.237853,1.384793,0.110028,0.662173,-0.508007,0.47193,-0.519131,-0.589594,-0.672353,0.437705,0.237941,0.199771,-1.191728,-0.454744,-0.212291,-0.22577,-0.421514,-0.523301,Tuning
475_analcatdata_germangss,6.248917,-2.389936,4.153417,1.94737,-4.559154,0.228004,0.473948,-0.859296,2.195549,-0.297223,-2.756789,-0.680723,-0.662995,-1.677666,-0.705373,-1.832646,-2.233068,0.736969,2.683269,0.722183,0.18466,0.945647,1.731534,1.238499,0.39558,1.696014,0.235573,2.146986,1.249693,-0.154263,-1.758958,-0.798573,0.073017,0.523538,1.245834,0.359497,0.549677,0.18783,0.507079,0.484021,Tuning
481_biomed,-0.899931,1.99687,1.475159,-0.775315,1.383357,-0.810104,-0.273072,-1.422075,0.175435,1.071232,0.255396,-0.855645,-0.537625,0.271494,-0.422843,0.144473,-0.241444,0.241023,-0.357026,-0.822878,0.473725,0.44589,0.24328,-1.626702,-0.535378,0.523298,0.077425,0.236871,-0.063236,-0.14933,0.011962,-0.1013,-0.092666,0.569126,0.390341,-0.321833,0.278183,-0.601408,0.243639,-0.162539,Defaults
48_tae,3.005353,-0.34179,2.738048,1.096985,-1.099414,-1.150263,0.60194,-0.852659,0.168468,-0.03989,-0.10267,0.342852,0.241755,-0.317983,-0.372339,0.470611,0.513073,-0.130156,-0.45989,0.152764,0.047767,-0.977579,0.333842,-1.604337,-0.723283,-0.542874,0.914837,-0.771533,-0.302406,0.508389,0.48061,-0.529849,0.126161,-0.622017,0.500076,-0.056527,-0.024216,0.008036,-0.237772,0.16888,Defaults
49_heart-c,0.101384,1.811254,2.743031,0.947169,1.486606,0.745379,1.20264,-0.24669,-0.976869,-0.250713,-0.208419,0.84634,1.306236,-0.842128,0.192496,0.172722,-0.134023,0.357207,0.960297,-0.4018,0.200457,0.07474,0.270338,0.338072,0.00904,0.235533,0.355168,-0.527286,-0.388912,-0.076345,-0.06105,-0.03694,0.054313,-0.392896,0.023183,0.1243,-0.102547,0.116499,-0.202502,0.002753,Defaults
50_tic-tac-toe,3.051714,-4.391473,3.666349,2.171029,1.597339,3.406456,0.180269,3.488104,-1.480812,-0.346696,-1.595474,3.201162,0.808256,-0.967735,-0.686229,0.873061,-0.788604,1.656987,-2.829376,1.15245,-2.908089,0.836646,-0.39023,-0.803749,-0.08365,0.990429,-0.127519,0.016192,0.396732,-0.125176,-0.135073,0.307992,-0.393392,0.751265,-0.052183,0.051964,1.007833,-0.060804,-0.2058,-0.448294,Tuning
51_heart-h,-0.87914,1.95878,2.318318,0.081651,1.044112,0.670505,0.958317,-0.079499,-0.344152,1.139434,-0.831225,-1.177656,0.930818,-0.010467,-0.420159,-0.062441,0.252948,0.051211,0.794165,-0.169012,0.309357,0.075309,0.20758,0.256625,-0.164525,-0.115821,0.100921,-0.033036,-0.067943,0.082416,0.144546,0.109211,-0.081063,-0.287929,-0.209979,-0.005814,-0.3331,-0.452808,0.001854,-0.287251,Defaults
53_heart-statlog,0.015358,1.065228,1.979293,-0.177098,1.5582,-0.436351,1.091029,-1.016315,-0.815417,0.251038,0.807906,0.665266,1.812964,-0.92741,0.05759,-0.533495,0.330096,0.79673,0.857537,-0.071431,0.345619,0.402871,0.537936,0.198397,0.012805,0.240367,0.208267,-1.077836,-0.148811,-0.297462,-0.240103,-0.122909,0.094452,-0.29159,-0.170246,0.206762,0.056768,-0.011466,-0.141779,0.040231,Tuning
54_vehicle,4.365187,0.328496,-0.913795,-0.543529,0.197865,-1.648953,0.178108,-1.395573,-0.386913,-1.438431,0.651059,-1.189049,-1.139819,0.406246,0.094681,-0.838976,-1.013119,-0.283274,-0.658372,-1.264587,-1.767964,-0.023065,-0.566755,-0.717675,0.658643,-0.146249,-1.098351,-0.360814,-0.650691,1.060506,-0.735204,-0.127431,-0.0698,0.515748,0.227984,-0.068438,0.249044,-0.046345,-0.281066,-0.110617,Tuning
55_hepatitis,-2.384122,1.969349,2.245578,0.047754,0.735352,-0.38103,0.134,1.947747,-0.729287,0.280695,-0.879911,-1.187612,-0.36975,-0.774385,-1.21615,0.193246,0.398457,-0.492327,-0.187281,0.171641,0.605293,-0.737211,0.253955,-0.102355,-0.337733,0.046638,0.228516,0.483701,-0.363599,0.601367,0.219045,0.194988,-0.151818,-0.323104,0.638508,-0.335316,-0.110186,-0.160549,0.268891,-0.24811,Defaults
56_vote,-1.714991,5.526607,1.670674,2.785937,1.788879,2.035645,1.828891,2.575352,-0.672836,0.431235,-2.889569,1.229345,1.77183,0.020882,-0.299938,0.590718,-0.465345,0.679611,-0.84641,1.25696,-2.082281,1.73039,-0.538628,1.433835,-0.22757,1.90971,-0.547847,-1.453661,-0.491606,-0.53616,0.820579,0.452717,-0.409214,-0.092999,0.55074,0.088124,-0.034122,-0.092299,0.206658,-0.022491,Defaults
59_ionosphere,-1.37333,1.992017,0.563909,-0.446058,2.293764,-0.913892,0.831775,-0.409123,0.005281,1.071136,0.647629,-0.882648,0.975052,0.151002,-0.160295,-1.012672,-0.150486,0.712831,0.439093,0.108009,-0.17407,0.039804,-0.598509,0.405325,0.189525,-0.378063,0.231083,0.15383,-0.541652,0.075409,-0.432638,-0.122156,-0.196053,-0.511471,0.029267,0.365566,-0.088649,0.030042,0.178828,-0.144629,Tuning
60_waveform-5000,2.449992,0.248603,-0.698822,1.110997,1.27417,-0.221731,2.480311,-1.487015,-1.655468,-1.275693,2.028039,0.694502,-0.320155,-0.608481,-0.800409,-1.283824,-0.797352,-0.551968,-0.407769,-1.149547,-0.12663,-0.655819,-0.072157,-0.223906,0.662435,0.87229,0.325283,0.750525,-0.24243,-0.056075,0.46949,0.100863,-0.146222,0.64579,-0.43036,-0.153054,-0.422203,0.573655,-0.000788,0.017613,Tuning
61_iris,0.188097,3.850192,-0.48751,1.273541,2.730143,-1.847938,-0.291014,-1.820965,0.024961,0.524908,0.25059,1.347063,-0.911074,0.894297,-0.343254,0.181909,0.523985,-0.738224,-1.063993,0.95968,0.583147,0.483684,0.038259,0.327859,0.171225,-0.585264,1.030533,1.121787,-0.052344,0.010383,-0.180978,0.838902,0.370448,0.423559,0.635977,0.260527,0.365622,-0.177774,0.522392,-0.024881,Defaults
6332_cylinder-bands,-1.156632,7.906848,2.861839,0.933717,-4.338299,11.690785,-7.554547,-1.617424,1.346975,-0.909098,8.876152,-1.764035,0.681209,1.705821,-2.219117,0.408406,-0.678177,-0.167057,-0.23824,1.114534,-0.097467,0.164222,0.068681,-0.244016,-0.165085,-0.272435,-0.335007,-0.294178,0.319099,0.131256,-0.069784,-0.1462,-0.173618,0.1901,0.537957,0.321026,0.38957,0.46194,-0.189572,0.382028,Tuning
679_rmftsa_sleepdata,2.738032,-2.831865,1.319981,2.61104,-2.40997,-1.996029,-0.88446,-1.627209,2.721657,0.784365,0.000259,0.34215,1.172962,0.884355,1.468222,0.520008,0.131974,-0.35802,-1.232151,-0.61647,-0.376443,-1.170111,0.008128,0.430197,-0.454333,0.366916,0.486506,-1.245446,-0.661058,0.133259,0.195852,-0.01015,-0.552673,0.268845,-0.184084,-0.14986,0.003724,0.237416,0.041151,0.801682,Tuning
685_visualizing_livestock,7.724387,-2.615268,3.83544,3.023073,-5.541007,-0.695757,-3.74843,-3.236985,8.341221,0.02662,-3.74288,0.915783,-1.694633,-3.042616,-2.143299,-4.938252,-3.996765,1.358492,0.614854,2.342245,0.270681,0.248396,1.152704,0.386348,-0.1493,0.139416,-0.020609,0.083517,-0.467995,0.062241,0.159549,0.047685,0.281909,-0.228874,-0.120956,-0.466044,-0.749161,0.030537,-0.121458,-0.264842,Tuning
694_diggle_table_a2,6.113417,0.275573,-3.97993,1.426091,3.866589,-0.730691,-2.64503,-1.659436,1.239516,-0.993777,-0.945497,1.818554,-1.767452,1.688931,1.311633,1.797857,2.562358,-2.351086,1.169706,1.877246,-0.299971,1.990583,0.800392,1.728777,0.051406,-0.377042,0.036292,0.998879,-0.614771,0.283352,-0.013018,0.48001,0.586902,-0.465734,0.607827,-0.126503,-0.163174,0.005459,-0.230044,0.597195,Tuning
