@relation R_data_frame

@attribute dataset {1037_ada_prior,1043_ada_agnostic,1048_jEdit_4.2_4.3,1049_pc4,1050_pc3,1054_mc2,1056_mc1,1061_ar4,1063_kc2,1064_ar6,1065_kc3,1066_kc1-binary,1067_kc1,1068_pc1,1069_pc2,1071_mw1,1073_jEdit_4.0_4.2,1075_datatrieve,1100_PopularKids,1115_teachingAssistant,1121_badges2,1167_pc1_req,11_balance-scale,13_breast-cancer,1442_MegaWatt1,1443_PizzaCutter1,1444_PizzaCutter3,1446_CostaMadre1,1447_CastMetal1,1451_PieChart1,1452_PieChart2,1453_PieChart3,1455_acute-inflammations,1456_appendicitis,1459_artificial-characters,1460_banana,1462_banknote-authentication,1463_blogger,1464_blood-transfusion-service-center,1465_breast-tissue,1466_cardiotocography,1468_cnae-9,1473_fertility,1475_first-order-theorem-proving,1479_hill-valley,1480_ilpd,1484_lsvt,1487_ozone-level-8hr,1488_parkinsons,1489_phoneme,1490_planning-relax,1491_one-hundred-plants-margin,1492_one-hundred-plants-shape,1494_qsar-biodeg,1495_qualitative-bankruptcy,1496_ringnorm,1497_wall-robot-navigation,1498_sa-heart,14_mfeat-fourier,1504_steel-plates-fault,1506_thoracic-surgery,1507_twonorm,1508_user-knowledge,1510_wdbc,1511_wholesale-customers,1512_heart-long-beach,1519_robot-failures-lp4,1520_robot-failures-lp5,1523_vertebra-column,1527_volcanoes-a1,1528_volcanoes-a2,1529_volcanoes-a3,1530_volcanoes-a4,1531_volcanoes-b1,1533_volcanoes-b3,1535_volcanoes-b5,1536_volcanoes-b6,1539_volcanoes-d2,1540_volcanoes-d3,1547_autoUniv-au1-1000,1549_autoUniv-au6-750,1551_autoUniv-au6-400,1552_autoUniv-au7-1100,1553_autoUniv-au7-700,1554_autoUniv-au7-500,1555_autoUniv-au6-1000,1556_acute-inflammations,1558_bank-marketing,1559_breast-tissue,1566_hill-valley,1570_wilt,15_breast-w,1600_SPECTF,164_molecular-biology_promoters,16_mfeat-karhunen,182_satimage,185_baseball,187_wine,188_eucalyptus,18_mfeat-morphological,21_car,22_mfeat-zernike,23380_cjs,23_cmc,25_colic,28_optdigits,292_Australian,294_satellite_image,299_libras_move,29_credit-a,307_vowel,30_page-blocks,310_mammography,311_oil_spill,316_yeast_ml8,31_credit-g,329_hayes-roth,32_pendigits,333_monks-problems-1,334_monks-problems-2,335_monks-problems-3,336_SPECT,338_grub-damage,35_dermatology,36_segment,377_synthetic_control,37_diabetes,38_sick,3_kr-vs-kp,40474_thyroid-allbp,40475_thyroid-allhyper,40496_LED-display-domain-7digit,40499_texture,40_sonar,43_haberman,444_analcatdata_boxing2,446_prnn_crabs,448_analcatdata_boxing1,44_spambase,450_analcatdata_lawsuit,451_irish,452_analcatdata_broadwaymult,4534_PhishingWebsites,4550_MiceProtein,455_cars,458_analcatdata_authorship,461_analcatdata_creditscore,463_backache,464_prnn_synth,466_schizo,469_analcatdata_dmft,470_profb,475_analcatdata_germangss,481_biomed,48_tae,49_heart-c,50_tic-tac-toe,51_heart-h,53_heart-statlog,54_vehicle,55_hepatitis,56_vote,59_ionosphere,60_waveform-5000,61_iris,6332_cylinder-bands,679_rmftsa_sleepdata,685_visualizing_livestock,694_diggle_table_a2}
@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute PC41 numeric
@attribute PC42 numeric
@attribute PC43 numeric
@attribute PC44 numeric
@attribute PC45 numeric
@attribute PC46 numeric
@attribute PC47 numeric
@attribute PC48 numeric
@attribute PC49 numeric
@attribute PC50 numeric
@attribute PC51 numeric
@attribute PC52 numeric
@attribute PC53 numeric
@attribute PC54 numeric
@attribute PC55 numeric
@attribute PC56 numeric
@attribute PC57 numeric
@attribute PC58 numeric
@attribute PC59 numeric
@attribute PC60 numeric
@attribute PC61 numeric
@attribute PC62 numeric
@attribute PC63 numeric
@attribute PC64 numeric
@attribute PC65 numeric
@attribute PC66 numeric
@attribute PC67 numeric
@attribute PC68 numeric
@attribute PC69 numeric
@attribute PC70 numeric
@attribute PC71 numeric
@attribute PC72 numeric
@attribute PC73 numeric
@attribute PC74 numeric
@attribute PC75 numeric
@attribute PC76 numeric
@attribute PC77 numeric
@attribute PC78 numeric
@attribute PC79 numeric
@attribute PC80 numeric
@attribute Class {Defaults,Tuning}

@data
1555_autoUniv-au6-1000,4.083664,2.897765,-0.19484,1.860089,-5.779402,-3.330637,2.253386,0.434832,-0.673042,-1.944733,1.147909,-0.720264,1.98326,1.351892,0.877513,-0.78157,-0.086224,-1.298441,0.645609,-0.446851,0.188208,-0.117695,-1.212892,0.55322,-0.21075,1.228751,-0.425257,0.708208,-0.79903,-0.568806,1.370873,0.75365,-0.707477,-0.332888,0.378395,-0.145563,-0.179105,-0.014317,0.742162,-0.266098,-0.641079,-0.677836,0.093333,0.096597,0.172732,-0.124558,0.421115,-0.297383,0.005019,0.112842,-0.073687,0.088516,-0.02697,0.088659,-0.186266,0.097681,0.008252,-0.025109,-0.087745,0.060508,0.079923,0.037046,-0.076141,0.060623,0.095711,-0.005504,0.132339,0.005165,0.021285,-0.010124,0.020286,-0.014907,0.002036,-0.004258,-0.001695,0.011826,0.000041,-0,-0,-0,Tuning
1556_acute-inflammations,-1.031012,4.441176,1.656027,1.038989,3.120699,0.2351,0.143134,-0.445567,1.248031,-0.20216,-1.995422,-0.248321,0.31667,0.166932,0.732183,0.904661,-0.84261,0.477571,2.559149,-0.069027,-0.008982,-0.266009,-1.111101,-1.528601,-0.119815,-0.522305,-0.887385,-0.75296,-0.314417,-0.11907,-0.198011,-0.409207,-0.483397,-0.444572,0.253805,-0.027277,0.043867,-0.498868,0.023272,0.609768,0.301474,-0.155493,0.22535,-0.528349,0.308287,-0.113741,-0.340317,-0.100339,-0.147087,-0.273095,-0.044917,-0.252036,0.176233,-0.319096,0.098548,0.226108,0.116347,0.226488,-0.153225,-0.027371,-0.216889,-0.130018,0.058415,-0.073303,-0.096111,-0.047658,-0.067479,0.105842,-0.050022,0.04563,0.01834,0.019119,0.008588,0.036653,-0.01884,-0.013281,-0.003605,0,-0,-0,Defaults
1558_bank-marketing,-3.510185,-2.524031,-0.22018,0.161662,-0.083746,2.114779,-0.252755,1.225656,-1.195137,-0.552003,-0.372724,-0.10481,0.051301,-0.678147,0.457722,0.816668,-0.923353,-0.304495,0.280934,-0.234466,0.553823,-0.256698,0.593017,0.334566,-0.052696,0.249253,0.413587,0.667092,-0.056762,0.402293,0.054786,-0.028831,-0.203735,-0.289515,-0.05285,0.155888,0.117157,-0.133888,-0.157514,-0.488225,0.352655,0.210247,-0.118519,-0.368362,-0.223372,0.019247,-0.195582,0.245907,-0.169544,-0.061317,-0.08903,0.034317,0.0285,0.379072,-0.652511,-0.16924,0.30594,-0.012521,-0.149051,-0.077164,-0.021952,0.052851,-0.089008,-0.09776,-0.021202,-0.031341,-0.069319,-0.113843,0.064425,-0.047666,-0.070607,0.047597,0.027895,0.021922,0.017407,0.009206,-0.000924,0,0,-0,Tuning
1559_breast-tissue,2.980471,0.243314,1.066571,0.485808,-0.496578,-2.480515,0.392857,0.233428,-0.562687,-0.850321,0.897875,-1.177191,-0.621687,-1.523282,-2.356002,-1.262715,1.682415,-0.847611,0.447102,-0.113273,-0.476738,0.178443,-0.023448,-0.583547,0.157595,-0.719742,0.361002,-0.829073,-0.670982,0.143557,-0.416638,0.604888,-0.252583,-0.110782,-0.06701,-0.157846,0.18789,0.03279,-0.354181,0.015408,-0.305354,-0.200053,0.034527,-0.180485,-0.005159,-0.319358,0.279853,-0.23088,-0.039793,-0.323371,0.164364,0.075581,0.041443,0.14902,-0.192129,-0.154463,0.034215,0.227689,0.155259,-0.038576,-0.08708,-0.05525,-0.091894,-0.045893,0.001963,-0.04333,0.009972,-0.07576,0.028795,0.044181,0.132363,-0.027789,-0.007123,0.023333,-0.041903,-0.007213,-0.00174,0,-0,-0,Defaults
1566_hill-valley,-0.799203,2.588928,2.703321,-1.545077,-3.700342,-2.23143,1.598997,-1.797384,-0.394972,1.330172,1.530199,3.237322,-2.184285,1.574705,2.672888,-0.258443,-1.97838,-1.113443,-1.49822,1.027508,-0.611781,0.423838,-0.530887,-0.13283,0.762351,-1.295644,-0.714904,-0.272233,0.247669,-0.861173,-0.152228,-0.104349,-0.340709,-0.011507,-0.166897,-0.442676,-0.344755,0.280772,0.320363,-0.085875,0.205506,-0.748895,-0.094229,0.068577,-0.121042,0.16566,0.094223,-0.09225,0.07816,-0.01056,0.215941,0.167861,-0.006737,0.016871,-0.221698,-0.089574,0.265807,-0.027451,0.023633,0.049392,-0.008558,0.088795,0.013291,-0.028539,0.057472,0.117928,0.032069,-0.007794,0.074952,0.052596,-0.000846,-0.039949,-0.011187,0.016691,0.0235,0.011267,0.000279,0,0,-0,Tuning
1570_wilt,-3.474539,-7.028259,-1.175227,0.600342,1.576517,1.233148,-1.602887,0.383602,0.133554,-0.850148,0.676959,1.748766,-0.306844,-0.846204,1.201459,1.002934,0.289805,-1.178857,1.013855,-0.672334,0.775723,0.916337,1.26318,1.354661,0.212567,1.293196,-0.636809,-0.855195,-0.540911,0.350601,-0.200527,-0.551246,-0.686561,0.104555,-0.326905,0.263565,-0.052115,-0.03379,-0.317671,0.039341,0.016385,-0.049401,0.227515,0.356097,0.616227,-0.067091,0.499698,0.391198,-0.198909,-0.067688,-0.522339,-0.114145,-0.075547,0.030139,-0.279436,0.088659,0.030494,-0.061843,0.003878,-0.04324,0.050108,-0.101609,-0.074785,-0.011925,0.109182,-0.01206,-0.033766,0.020514,-0.072466,-0.032867,0.054267,0.02671,-0.028303,-0.014196,-0.016029,-0.004378,0.001027,0,-0,0,Tuning
15_breast-w,-2.224622,0.865452,0.073193,-0.071992,3.871062,0.177894,-0.38959,-0.972628,0.080313,0.289036,0.125072,1.271437,2.765725,-0.119004,0.521257,-0.278997,0.627195,-0.127022,1.255516,1.013173,-0.654052,0.310474,0.468775,0.830384,0.586284,-0.809118,0.388336,0.989437,-0.618867,0.158566,-0.727451,0.548698,0.468559,-0.297674,-0.427889,0.770334,0.181631,-0.188434,0.319303,0.300331,-0.025585,-0.03551,-0.00159,0.09873,-0.267194,-0.043998,0.074236,-0.107429,-0.058887,0.237506,0.023258,-0.141076,0.232614,0.107329,0.116215,0.184835,-0.031087,-0.022089,-0.10895,0.085546,-0.002918,0.12115,-0.093025,-0.086086,0.033506,0.008998,-0.026128,0.030441,0.033887,-0.058026,0.025145,0.134677,-0.0641,0.046191,-0.017128,0.005986,0.001307,-0,-0,0,Defaults
1600_SPECTF,-0.415409,-1.271526,1.344342,-1.261144,1.383147,-0.976197,0.178047,1.015507,-1.555256,-0.619814,1.51648,0.488203,0.479412,-1.200074,-0.966694,-0.898012,0.074116,0.689834,-0.224674,0.059222,-0.247458,-0.093987,0.15837,0.004236,0.377657,-0.437287,1.107336,0.380289,-0.468615,0.312765,0.11836,0.077233,-0.010719,-0.113999,0.674752,-0.150695,-0.579393,0.016271,-0.3191,0.043855,-0.29386,-0.539942,0.076176,0.27309,0.357887,0.072469,-0.319578,0.227799,0.076211,0.136486,0.0396,-0.036861,0.081884,-0.002325,-0.06887,0.228887,-0.081379,0.038171,0.039287,0.052835,0.12488,0.072354,0.157475,0.006994,0.038881,0.097843,0.007987,0.070109,0.025901,0.070064,-0.031509,0.006326,0.00076,-0.034565,-0.040773,-0.000076,-0.004016,-0,0,-0,Tuning
164_molecular-biology_promoters,-0.408611,8.830193,2.684361,3.013942,0.516352,5.955138,-0.351982,4.535523,3.252841,-4.336614,-0.768086,-1.615971,-2.57086,-2.339252,7.701182,-4.756226,4.882959,1.155135,-2.116548,-0.903547,0.852104,0.473599,0.05197,-0.824507,1.83349,0.358539,1.048758,0.279992,0.527169,0.154395,-0.141205,-0.120201,-0.161029,-0.162648,-0.137616,0.048837,-0.000223,-0.03603,0.163698,-0.102021,-0.133476,0.106419,0.257633,-0.080308,-0.078089,0.056811,0.007519,0.005221,0.009547,-0.017067,-0.001116,-0.010079,-0.021141,-0.03641,0.009402,0.015433,0.001387,0.002299,-0.004199,0.005671,-0.007854,-0.003518,0.000735,0.000615,-0.004722,-0.003813,-0.005529,-0.001671,0.000407,-0.001357,-0.00015,0.002753,-0.000521,-0.000933,-0.00066,0.000265,0.000006,-0,-0,-0,Defaults
16_mfeat-karhunen,5.764106,1.168587,-4.200286,-0.445459,1.924016,-0.115105,0.570873,0.174524,-1.059169,-1.387045,0.331494,-0.002188,-0.012053,0.822247,-0.411605,-0.20014,-0.538358,-0.058767,-0.537604,0.273749,0.449406,-0.40721,0.391226,-0.606102,-0.47161,1.083433,0.45814,0.111811,0.27999,0.018613,-0.416183,-1.026627,-0.907729,-0.72337,-0.14612,-0.140341,-0.46249,0.460783,0.083923,-0.604502,0.1463,-0.017136,-0.21816,0.24668,-0.271975,0.060594,0.063569,-0.017519,-0.043594,0.167328,-0.017351,-0.000614,0.128445,-0.045676,-0.090224,0.048768,-0.02746,0.03018,0.006062,0.006446,-0.115937,-0.019347,0.095788,-0.127153,0.043807,-0.002137,-0.05833,-0.013247,-0.063508,0.044261,-0.033548,-0.040398,-0.024369,0.038589,0.001261,-0.013987,-0.000704,0,0,-0,Tuning
182_satimage,3.599046,-0.064426,-4.522333,0.391007,2.340076,0.224898,0.372243,-1.210124,-0.501305,-0.912389,0.378503,-0.552852,-1.884674,0.586491,0.440754,-0.355602,-0.670205,0.319174,-0.532645,0.506207,-0.28225,-0.637249,-0.946027,1.675225,0.214685,-0.478912,-0.909109,0.447909,-0.822852,-0.133661,-0.282459,0.675133,0.450302,-0.440449,0.108305,0.270756,0.33564,-0.22336,0.136039,0.159318,-0.225668,0.202012,0.109759,-0.560478,0.041931,-0.043508,0.072947,0.364372,0.2065,-0.027897,0.191397,0.024167,-0.054432,0.055683,0.110339,0.048699,0.011222,-0.020527,-0.089323,0.055076,-0.089449,-0.049088,-0.081851,-0.031114,-0.066794,0.058317,-0.05378,-0.060228,-0.011633,0.002553,-0.018526,-0.003428,-0.018292,-0.016186,-0.025,-0.009888,0.001805,-0,0,-0,Tuning
185_baseball,-2.368003,-1.973476,-1.435928,-0.220233,2.015911,-0.814331,-2.29509,1.544129,-0.027911,-1.443757,0.369379,-0.414967,0.166468,-0.071057,0.269885,0.412463,-0.981558,0.295666,0.05989,-0.424641,-0.896071,0.286741,0.193966,-0.016043,0.332117,-0.276666,0.778264,0.232635,-0.136379,-0.346466,-0.559917,0.410096,-0.023326,0.137996,-0.070913,-0.234572,0.300082,0.854021,-0.015907,-0.098488,-0.127482,0.022685,-0.004851,0.031443,0.648173,0.011049,-0.029803,0.070559,-0.068012,-0.062014,-0.096211,0.165954,0.148683,0.058262,0.097442,0.084713,-0.02907,-0.034205,-0.081926,0.050528,0.098199,0.049657,0.032881,0.12822,0.029988,-0.018627,-0.049556,-0.006185,-0.011622,0.042665,-0.063964,0.011471,0.061778,0.017822,-0.000795,-0.009212,0.002184,-0,0,0,Tuning
187_wine,1.158709,2.649605,-0.317843,0.131969,2.286549,-1.424946,-0.162794,-1.241959,-0.416122,-1.018491,0.562345,1.023224,-0.645862,-0.108275,-0.40229,0.455373,-0.275777,-0.207753,-0.774493,-0.621281,0.76465,0.557857,0.771587,-1.428789,-0.93016,0.421685,0.865967,0.040847,-0.048661,-0.594097,-0.625621,0.316659,0.19402,0.35156,0.452984,-0.140936,0.638665,0.387231,0.096764,-0.033523,-0.003274,0.086139,0.302942,-0.536918,0.299415,-0.140761,0.135593,-0.274059,0.245284,0.008066,-0.042525,-0.039138,0.334098,0.205788,0.075895,0.019204,0.023189,0.063625,0.200992,-0.022549,-0.017225,-0.001239,-0.034362,-0.005391,0.093706,-0.079332,-0.047609,0.060741,-0.090193,-0.087045,-0.050911,-0.008648,-0.093599,0.008107,0.059125,-0.000273,-0.001718,-0,-0,-0,Defaults
188_eucalyptus,5.058927,-0.442283,-0.014878,-0.172154,-1.06384,0.764446,-0.884901,-0.690334,-0.261373,-0.821598,0.213466,-1.31798,-0.531678,0.197071,0.227622,0.568284,-0.004857,0.41735,0.459322,-0.306517,-0.759487,0.166523,0.026481,0.210092,0.092075,0.122982,0.034335,-0.300367,-0.034624,0.142931,-0.364419,0.50591,-0.029958,0.477825,-0.761149,-0.668958,0.227693,-0.1656,-0.290467,-0.445973,0.547602,0.088596,-0.383086,0.071205,-0.460206,-0.236328,-0.231136,-0.131115,-0.013228,0.176399,0.02364,0.125708,-0.097552,-0.095057,-0.014629,-0.06447,0.074102,0.063605,-0.127853,0.136557,0.081793,-0.210433,0.160549,0.054313,-0.015846,0.05194,-0.084488,-0.090017,-0.146547,0.101262,0.099454,0.130549,-0.065271,0.013688,-0.030539,0.07708,-0.000362,0,0,-0,Tuning
18_mfeat-morphological,6.056293,0.759538,-3.703281,0.228904,-0.368635,-0.761416,-1.438123,-1.659181,0.583632,-0.768411,-1.251389,0.324793,0.078686,0.666535,0.798489,-0.070896,0.012498,-0.328629,-1.607013,0.822925,0.173516,-0.50336,0.149494,0.627805,-0.773618,-0.428248,0.687595,-0.675123,0.185429,0.528593,-0.640856,1.475339,0.002296,0.020098,0.223132,0.585026,0.634069,-1.418339,-0.696401,0.249414,0.321536,-0.826332,0.282083,0.378831,0.016918,0.016564,-0.48994,-0.026278,-0.113835,0.065387,-0.27451,0.130469,0.0196,-0.073557,0.057376,-0.057299,-0.032434,-0.019153,0.029706,-0.10383,0.015141,0.085638,-0.04449,0.026048,0.074879,0.039791,-0.034554,-0.026962,-0.017888,-0.043115,0.006636,-0.117417,0.029826,0.046498,-0.006202,0.001524,-0.00072,-0,-0,0,Tuning
21_car,1.900922,-4.440298,0.672798,1.955096,1.44567,2.137135,-0.734854,2.69604,0.439023,-0.82192,-2.00899,-1.523649,-0.994926,0.538127,-1.42054,0.910817,-0.078825,0.391353,0.202295,-2.091127,-0.396621,-0.988349,-0.433416,0.726213,0.82144,-1.119244,-0.783277,0.375527,0.973494,-0.52523,-1.047558,-0.627776,-0.083367,0.146147,-0.18411,0.935388,0.990928,-0.226871,0.461867,0.360538,-0.234834,-0.30301,0.278184,0.263842,0.055714,-0.705149,0.248862,-0.613586,0.158742,-0.279047,-0.051319,-0.204247,-0.329072,-0.015364,-0.031517,-0.129608,0.035417,0.017372,-0.043385,-0.076022,0.068843,-0.022741,0.064175,-0.049077,-0.021022,0.071238,-0.014339,-0.036857,0.087789,0.048522,-0.027048,0.032555,-0.018726,0.036049,0.018743,-0.027197,-0.001772,0,0,0,Tuning
22_mfeat-zernike,6.313802,0.39778,-3.718404,-0.421649,0.944719,-0.159115,0.462739,0.161104,-1.127699,-0.912723,0.106995,-0.62007,-0.230964,1.16517,-0.354063,-0.265262,-0.135185,0.762182,-0.368883,0.517428,0.027498,-0.60424,-0.208124,0.302405,-0.155892,0.452012,0.462501,0.182667,0.783602,-0.330697,0.293439,-0.783647,-0.305846,-0.035812,-0.184561,0.157934,-0.268125,-0.075414,0.542997,-0.61323,0.328067,0.195234,-0.188355,0.010939,0.050581,-0.479011,0.074968,-0.368755,0.053366,0.05167,0.049869,0.122822,0.120711,-0.125024,-0.180905,0.012963,-0.055125,0.040156,0.236141,0.044386,-0.012792,-0.061663,0.00928,-0.108747,0.007506,0.024696,-0.041068,0.004188,-0.044794,-0.020818,0.01839,0.023669,0.036891,0.033107,-0.051612,-0.018383,-0.001258,-0,0,0,Defaults
23380_cjs,-0.459376,0.161037,0.536517,-0.385066,0.758334,-1.002446,-0.154079,-0.08938,-0.795351,0.290867,0.446724,-0.587382,0.252599,0.484187,0.069345,-0.127012,-0.21613,0.5905,-0.414902,-0.285877,0.039814,-0.007341,0.049852,0.464771,-0.103156,0.388667,0.39836,0.074002,0.202173,-0.3644,-0.064475,-0.656163,-0.315634,-0.124745,0.604784,-0.205361,0.025893,-0.379649,0.204223,-0.252251,-0.068903,0.424873,-0.119413,0.245778,-0.247842,-0.101674,-0.282171,-0.113688,-0.04847,0.166019,0.049979,-0.604425,0.133866,0.230222,0.119149,0.131122,0.387005,-0.042663,0.029305,0.024886,0.039778,-0.054647,-0.041388,0.167186,0.030681,0.057647,0.130724,0.055588,0.004483,0.005874,0.075596,-0.072786,0.019774,0.046893,-0.015996,-0.00029,0.002222,0,0,0,Tuning
23_cmc,2.516895,-0.130249,2.528609,1.413202,-2.733377,0.059623,1.346407,-0.040546,-0.774006,0.235315,-0.732754,-0.994009,-0.275828,0.923247,0.811379,1.174336,-0.05339,-0.761679,0.243197,-0.568538,-0.287393,-0.777294,-0.003982,0.541352,-0.199789,-0.279068,0.284762,0.682879,0.492556,-0.320268,0.142686,-0.454833,0.231473,0.063025,0.02162,0.146519,-0.023367,0.167129,-0.050409,-0.016114,0.318425,-0.044445,0.319356,-0.272004,-0.063253,-0.126071,-0.191296,0.282836,-0.012882,-0.1147,-0.117374,-0.012827,-0.222262,-0.05886,0.130066,-0.02169,-0.057076,-0.002085,0.120432,0.056218,-0.020783,0.018129,-0.064121,0.096262,-0.107886,-0.214423,0.080385,0.005941,0.010773,-0.009702,0.046505,-0.011084,-0.002626,-0.045679,-0.001594,0.002789,-0.001574,0,-0,0,Tuning
25_colic,-1.706771,7.312522,2.565646,1.573924,-2.661153,7.975889,-4.666758,-0.617941,0.8096,-1.377604,4.824541,-0.584177,0.874883,1.267727,-1.348651,0.66758,-0.799612,0.05084,0.388617,0.862501,-0.009023,-0.03565,0.120257,0.693005,0.049297,0.204968,-0.177732,-0.264535,0.174708,0.210581,0.572231,0.130048,-0.256843,-0.370481,0.104606,0.179309,0.034131,-0.145458,0.213896,-0.11756,-0.032306,-0.343054,-0.082849,0.474475,-0.169336,0.154053,0.14488,0.110543,0.34294,-0.994119,0.313503,-0.11368,0.614623,0.109039,0.148952,0.110492,-0.101651,-0.535414,0.228908,-0.437356,-0.044667,-0.006316,0.044193,0.055633,-0.088406,-0.02559,-0.027606,-0.029771,-0.038407,0.033731,0.005167,0.028189,-0.008818,-0.008063,-0.002152,0.022894,-0.000294,-0,-0,0,Tuning
28_optdigits,6.038955,-0.658083,-4.925251,-1.662643,1.796522,1.478926,0.449827,-0.797357,-1.533149,-1.86724,-0.181713,0.441327,-0.230163,0.535372,-0.313266,-0.192872,-0.453184,0.255034,-0.501535,0.395728,0.222478,-0.68749,0.389735,-0.653587,-0.107216,1.20853,-0.447995,0.354388,0.852463,0.25811,0.271778,-0.767496,-0.25261,-0.366152,-0.42009,-0.183264,-0.480014,-0.045346,-0.066441,-0.082241,-0.240909,-0.190871,-0.372608,-0.336117,-0.263341,0.365809,-0.136312,0.066146,-0.228999,0.028759,0.160152,-0.22387,-0.081794,-0.166729,0.062691,-0.058574,-0.038899,0.016795,0.032547,-0.011903,0.101517,0.030899,0.064621,-0.124726,0.018078,-0.117549,-0.021124,-0.05052,0.116827,0.042152,0.014358,0.030719,-0.050358,0.025414,0.007917,0.00204,0.001232,-0,0,-0,Tuning
292_Australian,-1.340215,2.337411,1.218482,-0.63308,1.204112,-0.384526,1.464417,-1.236044,-0.652266,1.160381,0.335205,-0.304389,2.091221,-0.048134,-0.239261,-1.209368,0.116815,0.377361,0.665844,-0.118207,0.701991,0.386166,0.384773,0.756904,0.457869,0.133893,0.15211,-0.954076,0.779114,0.077956,0.347631,0.018356,-0.049161,-0.103917,-0.237624,0.379868,-0.340739,-0.386082,0.090658,-0.427995,0.377177,-0.122896,-0.065023,0.119543,0.209156,0.324434,-0.017451,0.006135,0.360463,0.35557,-0.069808,-0.18349,-0.23569,-0.014098,0.146039,-0.160895,-0.093357,0.087342,0.077486,-0.157123,0.105484,-0.035252,0.011566,-0.001462,-0.015629,0.024506,0.097066,-0.122145,-0.101455,-0.073648,-0.014038,-0.007766,0.006426,-0.001275,-0.00711,-0.008226,-0.000397,-0,-0,-0,Tuning
294_satellite_image,3.582238,-0.064481,-4.496844,0.380447,2.33428,0.212802,0.351399,-1.203337,-0.489119,-0.91505,0.384202,-0.567184,-1.871135,0.595127,0.460858,-0.345971,-0.67627,0.326557,-0.507133,0.477574,-0.294183,-0.642682,-0.95253,1.646654,0.200005,-0.484889,-0.906765,0.422156,-0.82167,-0.151718,-0.309105,0.696185,0.45309,-0.420187,0.118123,0.244331,0.324711,-0.228218,0.135668,0.174816,-0.218893,0.194726,0.127056,-0.615279,0.045407,-0.065151,0.105272,0.357996,0.211263,0.019194,0.175937,0.022798,-0.090656,0.062584,0.104391,0.042891,0.004488,-0.042094,-0.077617,0.026025,-0.083053,-0.043105,-0.071623,-0.020374,-0.089129,0.046588,-0.056324,-0.045978,-0.021709,-0.000688,-0.021774,-0.001977,-0.012031,-0.017863,-0.026094,-0.010297,0.001892,-0,0,-0,Tuning
299_libras_move,8.650938,-1.077724,-3.647484,-1.203711,1.327773,-0.141873,-1.043943,1.320884,-0.840668,-2.394658,0.338405,1.314993,-1.298801,-0.60706,-0.370015,0.779691,0.320395,2.118949,0.709727,1.049146,-0.313279,0.09326,-0.393808,-0.916418,-0.572655,-1.012542,1.083674,-0.670124,0.476476,-0.496126,0.410055,-0.399201,0.489117,-0.650681,0.441277,-0.374151,-0.510307,-0.188395,-0.352747,0.426224,0.110147,-0.221552,-0.202243,0.205789,-0.38687,0.486897,0.135419,0.234553,-0.171877,0.225719,-0.13745,0.087985,0.174281,0.169399,-0.069543,-0.159785,-0.287409,-0.116418,-0.194953,-0.030907,-0.16079,0.05102,-0.127752,-0.008138,0.130684,0.038144,-0.005905,-0.003298,-0.041714,0.095236,0.080422,-0.006808,0.067908,0.055027,0.013487,-0.006615,-0.002543,-0,0,-0,Tuning
29_credit-a,-0.949032,3.197962,1.764572,-0.364486,0.542914,1.584598,0.89122,-0.898208,-0.256241,0.535515,-1.233026,-0.547203,1.259885,0.318704,0.300206,-0.000738,-0.525766,0.351597,0.81189,-0.318869,0.471168,0.083579,-0.054175,0.292541,0.061405,0.397275,0.09927,-0.459472,0.31027,0.382895,0.468434,-0.162903,0.031854,-0.326846,-0.065887,0.532863,-0.177513,-0.710314,-0.099488,-0.590367,0.177023,-0.219213,-0.410679,-0.060757,0.192858,0.023,-0.019775,0.146404,-0.143332,0.187692,0.295748,0.216366,-0.15434,0.181356,0.105482,0.059265,0.005598,0.086728,0.083267,-0.028949,0.046206,-0.005301,-0.103026,0.102779,0.082517,0.028149,0.033472,-0.116967,-0.114828,-0.006908,-0.071424,0.001926,0.000443,0.032036,-0.012454,-0.014993,-0.002583,-0,-0,-0,Defaults
